Date,Open,High,Low,Close,Adj Close,Volume
2022-06-08,3.672100,3.672630,3.671770,3.672100,3.672100,0
2022-06-09,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-06-10,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-06-13,3.672630,3.672900,3.672100,3.672630,3.672630,0
2022-06-14,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-06-15,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-06-16,3.672100,3.672600,3.671900,3.672100,3.672100,0
2022-06-17,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-06-20,3.672620,3.672620,3.672100,3.672620,3.672620,0
2022-06-21,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-06-22,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-06-23,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-06-24,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-06-27,3.672610,3.672900,3.672000,3.672610,3.672610,0
2022-06-28,3.672100,3.672630,3.672000,3.672100,3.672100,0
2022-06-29,3.672100,3.672630,3.672100,3.672100,3.672100,0
2022-06-30,3.672100,3.672600,3.672100,3.672100,3.672100,0
2022-07-01,3.672100,3.672610,3.672000,3.672100,3.672100,0
2022-07-04,3.672610,3.672610,3.672100,3.672610,3.672610,0
2022-07-05,3.672100,3.672630,3.672100,3.672100,3.672100,0
2022-07-06,3.672100,3.673050,3.671900,3.672100,3.672100,0
2022-07-07,3.672100,3.672680,3.672000,3.672100,3.672100,0
2022-07-08,3.672100,3.672100,3.672000,3.672100,3.672100,0
2022-07-11,3.672660,3.672660,3.671900,3.672660,3.672660,0
2022-07-12,3.672100,3.672680,3.672000,3.672100,3.672100,0
2022-07-13,3.672100,3.672680,3.672000,3.672100,3.672100,0
2022-07-14,3.672100,3.672680,3.672000,3.672100,3.672100,0
2022-07-15,3.672100,3.672680,3.672000,3.672100,3.672100,0
2022-07-18,3.672660,3.672680,3.672000,3.672660,3.672660,0
2022-07-19,3.672100,3.672680,3.672000,3.672100,3.672100,0
2022-07-20,3.672100,3.672700,3.671900,3.672100,3.672100,0
2022-07-21,3.672100,3.672700,3.672100,3.672100,3.672100,0
2022-07-22,3.672100,3.672680,3.672000,3.672100,3.672100,0
2022-07-25,3.672630,3.672670,3.671900,3.672630,3.672630,0
2022-07-26,3.672100,3.672670,3.671900,3.672100,3.672100,0
2022-07-27,3.672100,3.672670,3.671900,3.672100,3.672100,0
2022-07-28,3.672100,3.672800,3.671900,3.672100,3.672100,0
2022-07-29,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-01,3.672650,3.672900,3.672000,3.672650,3.672650,0
2022-08-02,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-03,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-04,3.672100,3.672670,3.671900,3.672100,3.672100,0
2022-08-05,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-08,3.672610,3.672900,3.671900,3.672610,3.672610,0
2022-08-09,3.672100,3.672900,3.671000,3.672100,3.672100,0
2022-08-10,3.672100,3.672900,3.671550,3.672100,3.672100,0
2022-08-11,3.672100,3.672900,3.670280,3.672100,3.672100,0
2022-08-12,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-08-15,3.672190,3.672900,3.671810,3.672190,3.672190,0
2022-08-16,3.672100,3.672900,3.669290,3.672100,3.672100,0
2022-08-17,3.672100,3.672220,3.672100,3.672100,3.672100,0
2022-08-18,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-08-19,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-08-22,3.672320,3.672900,3.668800,3.672320,3.672320,0
2022-08-23,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-24,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-25,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-26,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-29,3.672620,3.672650,3.671310,3.672620,3.672620,0
2022-08-30,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-08-31,3.672100,3.672800,3.672000,3.672100,3.672100,0
2022-09-01,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-02,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-09-05,3.672620,3.672900,3.672000,3.672620,3.672620,0
2022-09-06,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-07,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-08,3.672100,3.672660,3.672000,3.672100,3.672100,0
2022-09-09,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-12,3.672640,3.672900,3.671900,3.672640,3.672640,0
2022-09-13,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-14,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-15,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-16,3.672100,3.672660,3.671900,3.672100,3.672100,0
2022-09-19,3.672650,3.672900,3.672000,3.672650,3.672650,0
2022-09-20,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-09-21,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-22,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-09-23,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-09-26,3.672530,3.672900,3.672100,3.672530,3.672530,0
2022-09-27,3.672900,3.672900,3.671900,3.672900,3.672900,0
2022-09-28,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-29,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-09-30,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-03,3.672510,3.672900,3.671900,3.672510,3.672510,0
2022-10-04,3.672100,3.672900,3.671100,3.672100,3.672100,0
2022-10-05,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-06,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-10-07,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-10-10,3.672610,3.672900,3.671900,3.672610,3.672610,0
2022-10-11,3.672100,3.672610,3.672000,3.672100,3.672100,0
2022-10-12,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-13,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-14,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-17,3.672610,3.672900,3.671900,3.672610,3.672610,0
2022-10-18,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-19,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-10-20,3.672100,3.672800,3.671900,3.672100,3.672100,0
2022-10-21,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-24,3.672590,3.672900,3.672000,3.672590,3.672590,0
2022-10-25,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-26,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-27,3.672100,3.672900,3.672100,3.672100,3.672100,0
2022-10-28,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-10-31,3.672600,3.672900,3.670000,3.672600,3.672600,0
2022-11-01,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-02,3.672100,3.672800,3.672000,3.672100,3.672100,0
2022-11-03,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-11-04,3.672100,3.672620,3.672000,3.672100,3.672100,0
2022-11-07,3.672550,3.672900,3.672000,3.672550,3.672550,0
2022-11-08,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-09,3.672000,3.672900,3.671800,3.672000,3.672000,0
2022-11-10,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-11,3.672100,3.672900,3.671800,3.672100,3.672100,0
2022-11-14,3.672570,3.672900,3.671080,3.672570,3.672570,0
2022-11-15,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-16,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-11-17,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-18,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-21,3.672590,3.672900,3.672000,3.672590,3.672590,0
2022-11-22,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-23,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-24,3.672100,3.672610,3.671900,3.672100,3.672100,0
2022-11-25,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-28,3.672580,3.672900,3.672000,3.672580,3.672580,0
2022-11-29,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-11-30,3.672100,3.672900,3.672000,3.672100,3.672100,0
2022-12-01,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-12-02,3.672100,3.672900,3.671900,3.672100,3.672100,0
2022-12-03,3.672700,3.672700,3.672700,3.672700,3.672700,0
