Date,Open,High,Low,Close,Adj Close,Volume
2021-12-02,1.281030,1.283650,1.277800,1.281090,1.281090,0
2021-12-03,1.281850,1.284480,1.274420,1.281770,1.281770,0
2021-12-06,1.281970,1.284160,1.277390,1.281700,1.281700,0
2021-12-07,1.276000,1.276700,1.263640,1.276200,1.276200,0
2021-12-08,1.264590,1.266610,1.260820,1.264580,1.264580,0
2021-12-09,1.265040,1.271470,1.264800,1.265220,1.265220,0
2021-12-10,1.270580,1.273480,1.268000,1.270840,1.270840,0
2021-12-13,1.271910,1.281860,1.270500,1.271990,1.271990,0
2021-12-14,1.280600,1.285880,1.279710,1.280760,1.280760,0
2021-12-15,1.286580,1.291960,1.284300,1.286710,1.286710,0
2021-12-16,1.283570,1.285660,1.276420,1.283650,1.283650,0
2021-12-17,1.277930,1.284470,1.277700,1.277970,1.277970,0
2021-12-20,1.289680,1.296320,1.288500,1.289850,1.289850,0
2021-12-21,1.293490,1.294500,1.291300,1.293600,1.293600,0
2021-12-22,1.292280,1.292280,1.283660,1.292300,1.292300,0
2021-12-23,1.285120,1.285300,1.280830,1.285120,1.285120,0
2021-12-24,1.282560,1.283210,1.278260,1.282390,1.282390,0
2021-12-27,1.281420,1.284620,1.277880,1.281400,1.281400,0
2021-12-28,1.278820,1.282320,1.278000,1.278700,1.278700,0
2021-12-29,1.281400,1.283380,1.278900,1.281300,1.281300,0
2021-12-30,1.278290,1.281180,1.276900,1.278260,1.278260,0
2021-12-31,1.274300,1.275000,1.262680,1.274440,1.274440,0
2022-01-03,1.265710,1.277810,1.264400,1.265880,1.265880,0
2022-01-04,1.275140,1.276560,1.266720,1.275130,1.275130,0
2022-01-05,1.270350,1.273920,1.269110,1.270440,1.270440,0
2022-01-06,1.275760,1.281330,1.272260,1.276010,1.276010,0
2022-01-07,1.272690,1.272960,1.264260,1.273020,1.273020,0
2022-01-10,1.264560,1.269290,1.261000,1.264690,1.264690,0
2022-01-11,1.266530,1.266920,1.259700,1.266500,1.266500,0
2022-01-12,1.257890,1.257890,1.249860,1.257750,1.257750,0
2022-01-13,1.250270,1.250980,1.245200,1.250160,1.250160,0
2022-01-14,1.250930,1.255280,1.247120,1.250780,1.250780,0
2022-01-17,1.254090,1.255090,1.249970,1.254220,1.254220,0
2022-01-18,1.251400,1.254810,1.248500,1.251570,1.251570,0
2022-01-19,1.249630,1.252390,1.245500,1.249750,1.249750,0
2022-01-20,1.251040,1.251090,1.245430,1.251090,1.251090,0
2022-01-21,1.249810,1.255210,1.249810,1.250030,1.250030,0
2022-01-24,1.256350,1.270070,1.255300,1.256100,1.256100,0
2022-01-25,1.262670,1.266800,1.261950,1.262550,1.262550,0
2022-01-26,1.261580,1.263820,1.255950,1.261590,1.261590,0
2022-01-27,1.265590,1.272590,1.265050,1.265850,1.265850,0
2022-01-28,1.274510,1.279620,1.271100,1.274570,1.274570,0
2022-01-31,1.276090,1.277460,1.269360,1.275910,1.275910,0
2022-02-01,1.271920,1.272510,1.265430,1.271740,1.271740,0
2022-02-02,1.269160,1.270450,1.264770,1.268960,1.268960,0
2022-02-03,1.268580,1.271470,1.266130,1.268640,1.268640,0
2022-02-04,1.267910,1.278720,1.266200,1.267850,1.267850,0
2022-02-07,1.274530,1.275430,1.267230,1.274530,1.274530,0
2022-02-08,1.266590,1.271980,1.266400,1.266560,1.266560,0
2022-02-09,1.270400,1.271450,1.267010,1.270540,1.270540,0
2022-02-10,1.267680,1.271810,1.263590,1.267610,1.267610,0
2022-02-11,1.273340,1.275310,1.267300,1.273200,1.273200,0
2022-02-14,1.272190,1.278260,1.272180,1.272350,1.272350,0
2022-02-15,1.272800,1.277360,1.270170,1.272860,1.272860,0
2022-02-16,1.272480,1.272490,1.266560,1.272370,1.272370,0
2022-02-17,1.269620,1.273110,1.267920,1.269540,1.269540,0
2022-02-18,1.270850,1.275210,1.267200,1.270480,1.270480,0
2022-02-21,1.275580,1.275860,1.272100,1.275660,1.275660,0
2022-02-22,1.275620,1.276840,1.271700,1.275600,1.275600,0
2022-02-23,1.276740,1.276780,1.268130,1.276710,1.276710,0
2022-02-24,1.273270,1.287660,1.273270,1.273390,1.273390,0
2022-02-25,1.280710,1.281940,1.273500,1.280950,1.280950,0
2022-02-28,1.275950,1.280870,1.266110,1.275520,1.275520,0
2022-03-01,1.266500,1.271030,1.265360,1.266650,1.266650,0
2022-03-02,1.272350,1.274350,1.265660,1.272350,1.272350,0
2022-03-03,1.264600,1.269110,1.258840,1.264610,1.264610,0
2022-03-04,1.267010,1.278930,1.266980,1.267030,1.267030,0
2022-03-07,1.271270,1.277880,1.268570,1.271410,1.271410,0
2022-03-08,1.279900,1.289880,1.279600,1.280140,1.280140,0
2022-03-09,1.288790,1.289130,1.280410,1.288900,1.288900,0
2022-03-10,1.279120,1.284030,1.275920,1.279850,1.279850,0
2022-03-11,1.275600,1.279270,1.269390,1.275590,1.275590,0
2022-03-14,1.273660,1.278890,1.273320,1.273540,1.273540,0
2022-03-15,1.282110,1.287010,1.279040,1.282110,1.282110,0
2022-03-16,1.277000,1.277440,1.269060,1.276880,1.276880,0
2022-03-17,1.268710,1.269680,1.263620,1.268680,1.268680,0
2022-03-18,1.263240,1.264640,1.259570,1.263160,1.263160,0
2022-03-21,1.260550,1.262090,1.257480,1.260580,1.260580,0
2022-03-22,1.259000,1.262070,1.257050,1.258800,1.258800,0
2022-03-23,1.257930,1.260430,1.254290,1.258280,1.258280,0
2022-03-24,1.255720,1.258500,1.251070,1.255920,1.255920,0
2022-03-25,1.252020,1.255260,1.249920,1.252040,1.252040,0
2022-03-28,1.248710,1.259170,1.247330,1.248710,1.248710,0
2022-03-29,1.251820,1.252930,1.247240,1.251820,1.251820,0
2022-03-30,1.249790,1.250780,1.243130,1.249790,1.249790,0
2022-03-31,1.248230,1.253240,1.247550,1.248230,1.248230,0
2022-04-01,1.249850,1.252630,1.247480,1.249850,1.249850,0
2022-04-04,1.252650,1.252730,1.246800,1.252650,1.252650,0
2022-04-05,1.248620,1.249050,1.240100,1.248620,1.248620,0
2022-04-06,1.248440,1.252060,1.248070,1.248440,1.248440,0
2022-04-07,1.256380,1.261110,1.253790,1.256380,1.256380,0
2022-04-08,1.258670,1.261850,1.257600,1.258670,1.258670,0
2022-04-11,1.257600,1.262790,1.257200,1.257600,1.257600,0
2022-04-12,1.264010,1.266100,1.258540,1.264010,1.264010,0
2022-04-13,1.263440,1.267560,1.259260,1.263440,1.263440,0
2022-04-14,1.256620,1.264040,1.252530,1.256620,1.256620,0
2022-04-15,1.260300,1.261960,1.258730,1.260300,1.260300,0
2022-04-18,1.261500,1.264300,1.260320,1.261500,1.261500,0
2022-04-19,1.260020,1.264530,1.256900,1.260020,1.260020,0
2022-04-20,1.260370,1.262250,1.247370,1.260370,1.260370,0
2022-04-21,1.248620,1.252680,1.245900,1.248620,1.248620,0
2022-04-22,1.258910,1.272350,1.258400,1.258910,1.258910,0
2022-04-25,1.272100,1.277630,1.271900,1.272100,1.272100,0
2022-04-26,1.273560,1.282580,1.268200,1.273560,1.273560,0
2022-04-27,1.280610,1.285320,1.277830,1.280610,1.280610,0
2022-04-28,1.281400,1.287880,1.279970,1.281400,1.281400,0
2022-04-29,1.280460,1.281720,1.271980,1.280460,1.280460,0
2022-05-02,1.285300,1.291240,1.284600,1.285300,1.285300,0
2022-05-03,1.287400,1.289330,1.282600,1.287400,1.287400,0
2022-05-04,1.283380,1.284930,1.280300,1.283380,1.283380,0
2022-05-05,1.273720,1.284900,1.271300,1.273720,1.273720,0
2022-05-06,1.282700,1.289480,1.281420,1.282700,1.282700,0
2022-05-09,1.291820,1.299110,1.290890,1.291820,1.291820,0
2022-05-10,1.300840,1.303670,1.296400,1.300840,1.300840,0
2022-05-11,1.303120,1.303590,1.292130,1.303120,1.303120,0
2022-05-12,1.299440,1.305860,1.297730,1.299440,1.299440,0
2022-05-13,1.302310,1.302900,1.292540,1.302310,1.302310,0
2022-05-16,1.290700,1.298040,1.287970,1.290700,1.290700,0
2022-05-17,1.285000,1.285380,1.280670,1.285000,1.285000,0
2022-05-18,1.280810,1.285430,1.279630,1.280810,1.280810,0
2022-05-19,1.288420,1.288600,1.278350,1.288420,1.288420,0
2022-05-20,1.281960,1.284450,1.277700,1.281960,1.281960,0
2022-05-23,1.281200,1.281800,1.276890,1.281200,1.281200,0
2022-05-24,1.278710,1.287130,1.278020,1.278710,1.278710,0
2022-05-25,1.282240,1.288000,1.280900,1.282240,1.282240,0
2022-05-26,1.282020,1.284670,1.277760,1.282020,1.282020,0
2022-05-27,1.277300,1.278130,1.272840,1.277300,1.277300,0
2022-05-30,1.272370,1.272530,1.265020,1.272370,1.272370,0
2022-05-31,1.265520,1.268550,1.263010,1.265520,1.265520,0
2022-06-01,1.263900,1.267370,1.261500,1.263900,1.263900,0
2022-06-02,1.266530,1.268540,1.257970,1.266530,1.266530,0
2022-06-03,1.256980,1.258700,1.255180,1.256980,1.256980,0
2022-06-06,1.258490,1.259700,1.253590,1.258490,1.258490,0
2022-06-07,1.258000,1.261760,1.254020,1.258000,1.258000,0
2022-06-08,1.253660,1.255740,1.251860,1.253660,1.253660,0
2022-06-09,1.255200,1.265690,1.254900,1.255200,1.255200,0
2022-06-10,1.270270,1.281160,1.268110,1.270270,1.270270,0
2022-06-13,1.279760,1.287950,1.279200,1.279760,1.279760,0
2022-06-14,1.289000,1.294060,1.286750,1.289000,1.289000,0
2022-06-15,1.294480,1.297200,1.291670,1.294480,1.294480,0
2022-06-16,1.287340,1.296790,1.286040,1.287340,1.287340,0
2022-06-17,1.295380,1.307790,1.294110,1.295380,1.295380,0
2022-06-20,1.300050,1.302440,1.298140,1.300050,1.300050,0
2022-06-21,1.298180,1.298420,1.290630,1.298180,1.298180,0
2022-06-22,1.293190,1.299560,1.291920,1.293190,1.293190,0
2022-06-23,1.296380,1.298550,1.293600,1.296380,1.296380,0
2022-06-24,1.298710,1.299920,1.290030,1.298710,1.298710,0
2022-06-27,1.289710,1.291540,1.286300,1.289710,1.289710,0
2022-06-28,1.286900,1.289380,1.281880,1.286900,1.286900,0
2022-06-29,1.287300,1.289830,1.284420,1.287300,1.287300,0
2022-06-30,1.288330,1.293150,1.286530,1.288330,1.288330,0
2022-07-01,1.287370,1.296470,1.286660,1.287370,1.287370,0
2022-07-04,1.288600,1.290200,1.283700,1.288600,1.288600,0
2022-07-05,1.285730,1.308300,1.284340,1.285730,1.285730,0
2022-07-06,1.303480,1.307670,1.301190,1.303480,1.303480,0
2022-07-07,1.303400,1.305370,1.296480,1.303400,1.303400,0
2022-07-08,1.296600,1.303400,1.293600,1.296600,1.296600,0
2022-07-11,1.294700,1.304940,1.294910,1.294700,1.294700,0
2022-07-12,1.299480,1.304930,1.299100,1.299480,1.299480,0
2022-07-13,1.303130,1.305940,1.293630,1.303130,1.303130,0
2022-07-14,1.300090,1.322150,1.297000,1.300090,1.300090,0
2022-07-15,1.310800,1.313460,1.301550,1.310800,1.310800,0
2022-07-18,1.300940,1.302400,1.290030,1.300940,1.300940,0
2022-07-19,1.298130,1.298710,1.288500,1.298130,1.298130,0
2022-07-20,1.287090,1.290500,1.285300,1.287090,1.287090,0
2022-07-21,1.288300,1.293560,1.285800,1.288300,1.288300,0
2022-07-22,1.287800,1.289570,1.282440,1.287800,1.287800,0
2022-07-25,1.292460,1.294450,1.284270,1.292460,1.292460,0
2022-07-26,1.285070,1.289620,1.281720,1.285070,1.285070,0
2022-07-27,1.287370,1.289900,1.284500,1.287370,1.287370,0
2022-07-28,1.281710,1.286630,1.279550,1.281710,1.281710,0
2022-07-29,1.280700,1.285370,1.278940,1.280700,1.280700,0
2022-08-01,1.281560,1.283810,1.276690,1.281560,1.281560,0
2022-08-02,1.284310,1.288680,1.283740,1.284310,1.284310,0
2022-08-03,1.288790,1.289100,1.283490,1.288790,1.288790,0
2022-08-04,1.285360,1.287540,1.281770,1.285360,1.285360,0
2022-08-05,1.287020,1.298170,1.286400,1.287020,1.287020,0
2022-08-08,1.294450,1.294910,1.283900,1.294450,1.294450,0
2022-08-09,1.285700,1.288720,1.284300,1.285700,1.285700,0
2022-08-10,1.288590,1.289440,1.275290,1.288590,1.288590,0
2022-08-11,1.277400,1.279120,1.272810,1.277400,1.277400,0
2022-08-12,1.276290,1.280110,1.273990,1.276290,1.276290,0
2022-08-15,1.277950,1.293270,1.277280,1.277950,1.277950,0
2022-08-16,1.290360,1.292690,1.285520,1.290360,1.290360,0
2022-08-17,1.284540,1.293560,1.282750,1.284540,1.284540,0
2022-08-18,1.291780,1.294610,1.288040,1.291780,1.291780,0
2022-08-19,1.294710,1.300810,1.294500,1.294710,1.294710,0
2022-08-22,1.300030,1.304710,1.297500,1.300030,1.300030,0
2022-08-23,1.304810,1.306180,1.293440,1.304810,1.304810,0
2022-08-24,1.295800,1.301590,1.293670,1.295800,1.295800,0
2022-08-25,1.297030,1.297460,1.289650,1.297030,1.297030,0
2022-08-26,1.293760,1.300960,1.290470,1.293760,1.293760,0
2022-08-29,1.306130,1.307550,1.299200,1.306130,1.306130,0
2022-08-30,1.300130,1.310550,1.297210,1.300130,1.300130,0
2022-08-31,1.308950,1.313830,1.306400,1.308950,1.308950,0
2022-09-01,1.314120,1.320680,1.314200,1.314120,1.314120,0
2022-09-02,1.314500,1.316910,1.307470,1.314500,1.314500,0
2022-09-05,1.314270,1.317290,1.312990,1.314270,1.314270,0
2022-09-06,1.312900,1.316750,1.309600,1.312900,1.312900,0
2022-09-07,1.315380,1.320780,1.315160,1.315380,1.315380,0
2022-09-08,1.312990,1.315610,1.310500,1.312990,1.312990,0
2022-09-09,1.308080,1.308090,1.298190,1.308080,1.308080,0
2022-09-12,1.302300,1.303580,1.296450,1.302300,1.302300,0
2022-09-13,1.297990,1.312430,1.295390,1.297990,1.297990,0
2022-09-14,1.316260,1.320430,1.313800,1.316260,1.316260,0
2022-09-15,1.316050,1.321060,1.315400,1.316050,1.316050,0
2022-09-16,1.324700,1.330640,1.322780,1.324700,1.324700,0
2022-09-19,1.325820,1.334260,1.324900,1.325820,1.325820,0
2022-09-20,1.324340,1.335300,1.322770,1.324340,1.324340,0
2022-09-21,1.336300,1.340830,1.335800,1.336300,1.336300,0
